Media ID,URL Code,Link,User,Likes,Comments,Date,Caption
3399376561328575934,C8tAvjLx1W-,https://www.instagram.com/p/C8tAvjLx1W-/,ayunda_risu,14529,167,2024-06-27 10:03:31,Tupai Paling Ramah  #hololive #hololiveclip #hololiveid #clips #shorts #hololiveindonesia #hololiveidgen1 #ayundarisu #ayundarisu🐿️ #ayundarisuclip #risu #gaming #palia #tupai #squirrel #anime
3388090951884545717,C8E6sUVyx61,https://www.instagram.com/p/C8E6sUVyx61/,ayunda_risu,7772,190,2024-06-11 20:18:57,Yayyy 3M views thank you !!! 😳🙏✨✨✨✨
3384412359337872357,C732RwDxovl,https://www.instagram.com/p/C732RwDxovl/,ayunda_risu,7037,80,2024-06-06 18:31:49,Risu's husband !?!? #ayundarisuvtuber #ayundarisu🐿️ #ayundarisuch #ayundarisuclip #ayundarisuhololiveid #clip #shorts #hololive #hololiveclip #hololiveidgen1 #hololiveindonesia #holoid #anime #vtuber #vtuberclips #squirrel
3384372548152932301,C73tObAPTfN,https://www.instagram.com/p/C73tObAPTfN/,ayunda_risu,4739,54,2024-06-06 17:11:08,Nut Dealer Risu
3384219772056553063,C73KfPLSMZn,https://www.instagram.com/p/C73KfPLSMZn/,ayunda_risu,-1,21,2024-06-06 12:07:36,"✨Get ready for special time with Ayunda Risu and Vestia Zeta from hololive Indonesia “Fact or Fake: Rizzet Trivia Showdown”✨  Only at Indonesia Anime Con June 15, 2024 | 16.00-16.45 WIB‼️  Secure your ticket now, www.indonesiaanimecon.com (simply click link in bio!)~  #indoanimecon #INACON2024 #BraceforAwesomeness #hololiveMeet"
3383541609982966419,C70wSrhybqT,https://www.instagram.com/p/C70wSrhybqT/,ayunda_risu,4418,60,2024-06-05 13:40:13,"#sponsoredbyAGITechnology If you are in need of new SSD, I suggest AGI !! Play games by the lates 4TB Gen4 SSD ! It's not just for PC, but also PS5 👍  2024 Computex booth J0218, stay Unique With AGI Innovations !  Find the AGI AI828 / AI838 4TB SSD on LAZADA & AMAZON JAPAN.  @computextaipei @agi_technology"
3381378192652281143,C7tEY0ISqU3,https://www.instagram.com/p/C7tEY0ISqU3/,ayunda_risu,3850,17,2024-06-02 14:01:53,"[JFF ONLINE x hololive Indonesia] WATCHALONG with Ayunda Risu, Airani Iofifteen  Halo Sahabat JFF! Ada kabar gembira untuk kamu~  Dua talent VTuber dari @hololiveid_official yaitu Ayunda Risu (@ayunda_risu ) dan Airani Iofifteen (@airani_iofifteen ) mengajak kamu untuk nonton bareng film-film JFF ONLINE 2024 secara daring dan berinteraksi dengan mereka melalui YouTube Live Streaming!  Sahabat JFF bisa menonton bersama hololive Indonesia pada jadwal berikut:   WATCHALONG ANIME SUPREMACY! with Airani lofifteen  Jumat, 7 Juni 2024 (19:00 WIB)  Live dari kanal YouTube Airani Iofifteen  WATCHALONG School Meals Time Graduation with Ayunda Risu  Rabu, 12 Juni 2024 (19:00 WIB)  Live dari kanal YouTube Ayunda Risu  Yuk nikmati JFF ONLINE 2024 bersama hololive Indonesia! Jangan sampai terlewat~  #JFFONLINE2024  #hololiveindonesia #japanesefilmfestival #hololive"
3374322001207678768,C7T__tvxNcw,https://www.instagram.com/p/C7T__tvxNcw/,ayunda_risu,7341,73,2024-05-23 20:23:54,Erosu Strikes Again !!  #FishingPlanet #Fishing #Planet #ayundarisu🐿️ #ayundarisuclip #ayundarisuvtuber #ayunda_risu #risu #clips #shorts #hololive #hololiveclips #holoid #holoidclip #hololiveindonesia #hololiveid #gaming #iofi #airaniiofifteen
3372663188981374662,C7OG00eRV7G,https://www.instagram.com/p/C7OG00eRV7G/,ayunda_risu,3065,17,2024-05-21 13:28:35,Risu pon momen #ayundarisu🐿️ #ayunda_risu #ayundarisu #ayundarisuvtuber #risu #vtuber #mancing #fishingplanet #fishing #fishinglife #anime #hololive #hololiveclip #clips #hololivememes #holoid #hololiveidgen1 #hololiveindonesia
3366329148388602771,C63moZevvOT,https://www.instagram.com/p/C63moZevvOT/,ayunda_risu,5017,25,2024-05-12 19:42:07,OTSUUUUU COMIFURO 18 ~!!!!! Terima kasih banyak sudah mengundang Risu dan Reine di sesi panel kali ini !! I hope you guys enjoyed the karaoke !! Thanks a lot for the enthusiasm and cheers !! Let's meet again in another chance !! ✌️😁✌️✨✨✨✨✨  #hololiveMeet #comifuro18
3354651422086885245,C6OHbHWv299,https://www.instagram.com/p/C6OHbHWv299/,ayunda_risu,2589,13,2024-04-26 17:00:34,"Ikuti Meet & Greet #hololiveMeet bareng Ayunda Risu dan Pavolia Reine dari hololive ID di #Comifuro18  Dapatkan tiket Meet and Greet seharga Rp450.000 (sudah termasuk 2-day pass) melalui undian via form berikut ini: https://bit.ly/CF18hololivemeet  Tiket Meet & Greet hanya tersedia dalam jumlah terbatas ya~  —-  Yes, in #Comifuro18 you can have a #hololiveMeet Meet & Greet session with Ayunda Risu and Pavolia Reine from hololive ID!  Get the special Meet & Greet ticket at IDR450,000 (2-day pass included) available through raffle via: https://bit.ly/CF18hololivemeet  Meet & Greet tickets are available for limited stock."
3354605912856509888,C6N9E3lPL3A,https://www.instagram.com/p/C6N9E3lPL3A/,ayunda_risu,3542,44,2024-04-26 15:30:09,"Ohawrrooo Gozaimalas~! Sang tupai ajaib/idol/pemancing/connossieur “malas” dari hololive Indonesia, Ayunda Risu akan mampir ke Main Stage #CF18 untuk #hololiveMeet di Day 2!  Perihal apa yang akan dilaksanakan tupai tersebut?  Dapatkan tiket #Comifuro di sini: https://www.ticket2u.id/event/35403   —  Ohawrrooo Gozaimalas~! The magical squirrel/idol/fisher/truck driver/“lazy” connossieur from hololive Indonesia, Ayunda Risu will appear on #CF18 Main Stage for #hololiveMeet session on Day 2!  What kind of menace did she cook this time?  Get your #Comifuro ticket here: https://www.ticket2u.id/event/35403"
3354598167009310577,C6N7UJsxDdx,https://www.instagram.com/p/C6N7UJsxDdx/,ayunda_risu,11868,222,2024-04-26 15:15:07,Risu kapan nikah ?
3349363629555472978,C57VHmzRFpS,https://www.instagram.com/p/C57VHmzRFpS/,ayunda_risu,6656,82,2024-04-19 09:55:58,Listen to Area15 New Original Song “Dramatic XViltration” : https://youtu.be/gUwJBRUIWow?si=EuFP1f81et5y8bvr
3347254738638133587,C5z1nNFRNlT,https://www.instagram.com/p/C5z1nNFRNlT/,ayunda_risu,8075,25,2024-04-16 12:04:41,"🎶NEW MUSIC RELEASE!!🎶  『Dramatic XViltration』 Vocal: Ayunda Risu, Moona Hoshinova, Airani Iofifteen Music: Farhan Sarasin Lyrics: Datenkou Tuning: Sagi Mix: Shandy Eka Permadi Illustration: Oyakorodesu Video: Vid  MV: https://www.youtube.com/watch?v=gUwJBRUIWow DL/Stream: https://cover.lnk.to/DramaticXViltration  #15x4nniversaryWeek"
3345079731195677216,C5sHErjRwog,https://www.instagram.com/p/C5sHErjRwog/,ayunda_risu,15355,133,2024-04-13 12:04:08,when you asked Ayunda for DLC  #ayundarisu #ayunda_risu #risu #ayunda #hololive #hololiveclips #hololiveshorts #hololiveid #hololiveindonesia #clip #vtuberclip #vtuber #anime #squirrel #RisuSwitch #DLC #voiceacting
3343566841531815273,C5mvFPQR1Vp,https://www.instagram.com/p/C5mvFPQR1Vp/,ayunda_risu,9166,192,2024-04-11 10:01:14,sleepy ~  #sleepy #sleep #sleeping #squirrel #anime #animegirl #cute #wallpaper #hololive #hololiveid #hololiveindonesia #hololiveclips #ayundarisu #ayunda_risu #risu #newcostume #newcostumereveal #idol #idolcostume
3343560186387234382,C5mtkZKv_5O,https://www.instagram.com/p/C5mtkZKv_5O/,ayunda_risu,10189,159,2024-04-11 09:44:16,My new outfit is so pretty I can't help but to take a lot of selfie 😌🫶✨
3342440290442416687,C5iu7wyxhIv,https://www.instagram.com/p/C5iu7wyxhIv/,ayunda_risu,3884,73,2024-04-09 20:47:44,Who's excited for #15x4nniversaryWeek and Risu new costume showcase ?! ✨✨✨✨ Here's a little teaser for tomorrow !!! Don't miss it ~!!  ⬇️⬇️⬇️⬇️⬇️⬇️  🗓️: 10 April 2024 🕖: 7.00 PM (GMT+7) / 21.00 JST 🔗: https://youtube.com/live/--WfCfg5530?feature=share  #15x4nniversaryWeek #holoID #hololive #hololiveid #hololiveindonesia #ayundarisu #ayunda_risu #risu #newcostume #showcase #4thyearanniversary #anniversary #AREA15 #teaser
3337895880966990706,C5Slp5qRuty,https://www.instagram.com/p/C5Slp5qRuty/,ayunda_risu,6384,92,2024-04-03 14:13:02,Just Ayu's UwU  #ayundarisu #ayunda_risu #ayunda #risu #ayu #risuswitch #switch #hololive #hololiveindonesia #hololiveid #holoid #anime #squirrel #cute #UwU #shorts #clip #vtuberclips #hololiveclip
3336353775358010704,C5NHBT5P2VQ,https://www.instagram.com/p/C5NHBT5P2VQ/,ayunda_risu,4672,45,2024-04-01 11:06:24,Today is April Fools Day !
3335826453358371185,C5LPHxAxuFx,https://www.instagram.com/p/C5LPHxAxuFx/,ayunda_risu,6834,42,2024-03-31 17:39:45,RISU SHORT VIDEO IS BACK !!!!!  #ayundarisu #ayunda_risu #shorts #clip #hololiveclip #hololiveidclip #goosegooseduck #goosegooseduckgame #holoenglish #hololiveID #funnymoments #hololive #game
3324246916564704504,C4iGPU_htz4,https://www.instagram.com/p/C4iGPU_htz4/,ayunda_risu,4875,71,2024-03-15 18:12:38,🎉SURPRISE GUEST STAR DAY 1🎉  Ternyata @ayunda_risu juga bakal hadir untuk memeriahkan Waku Waku Festival Vol.3 ⸜(｡˃ ᵕ ˂ )⸝♡  Siapa yang udah gak sabar mau ketemu Risu? Absen dulu dong yang udah secure tiket Waku Waku buat ketemu Risu🐿️  #hololiveMeet #WakuWakufestival #Eventjakarta #EventJepangjakarta #Eventcosplayjakarta
3321846605828973910,C4ZkeNaxeVW,https://www.instagram.com/p/C4ZkeNaxeVW/,ayunda_risu,19930,238,2024-03-12 10:45:10,#hololivefesEXPO24 AREEE YOU READY FOR THE HOLOFES ???? I believe everyone are already so excited so here's a snippet of my performance last year 👀✨ I hope everyone can cheer me on stage this year as well ! ⬇️Check the link here for tickets ⬇️ https://hololivesuperexpo2024.hololivepro.com/tickets
3320595676026770160,C4VICyQRhLw,https://www.instagram.com/p/C4VICyQRhLw/,ayunda_risu,9018,98,2024-03-10 17:19:19,himbauan untuk yang ingin mencari bidadari komplek
3320525509984317506,C4U4FvCPPBC,https://www.instagram.com/p/C4U4FvCPPBC/,ayunda_risu,3368,43,2024-03-10 14:58:28,eepy
3319988577752232466,C4S-AV7RrIS,https://www.instagram.com/p/C4S-AV7RrIS/,ayunda_risu,11753,116,2024-03-09 21:12:08,#AyundaRisu #ayunda_risu #hololive #hololiveID #hololiveindonesia #holoid #hololiveclips #shorts #holoidclip #voices #risu #ayu #ayunda #wisu #voiceacting #squirrel #anime
3305971648296769260,C3hK7LGPdbs,https://www.instagram.com/p/C3hK7LGPdbs/,ayunda_risu,4425,43,2024-02-19 13:02:33,#ayunda_risu #glasses #witch #shorthair   glasses is versatile
3303816859581106576,C3Zg-3uR0mQ,https://www.instagram.com/p/C3Zg-3uR0mQ/,ayunda_risu,4324,41,2024-02-16 13:41:22,me trying to press every red button on the last stream :  https://www.youtube.com/live/X3XCcKhCH5k?si=QpjwmFFWxxjPj9C9
3303396895103057077,C3YBflUvvy1,https://www.instagram.com/p/C3YBflUvvy1/,ayunda_risu,5564,76,2024-02-15 23:46:58,heh
