Media ID,URL Code,Link,User,Likes,Comments,Date,Caption
3714170509266763755,DOLYmZQE7_r,https://www.instagram.com/p/DOLYmZQE7_r/,kaelakovalskia,7017,115,2025-09-04 18:00:00,"oh dahlah saja, dahlah saja~🌷⋆｡ﾟ✨ #dahlah #kaelakovalskia"
3713234027995710995,DOIDqzGk8YT,https://www.instagram.com/p/DOIDqzGk8YT/,kaelakovalskia,30452,245,2025-09-03 11:00:00,"seneng bangettt dapet kesempatan buat kerjasama sama kak @ekagustiwana. belajar banyak banget selama workshop, ke penulisan lagu, sampai ke recordingnya!!! semoga di lain kesempatan bisa kerjasama bareng lagi! 🥰✨"
3711996062879419123,DODqMCPk4rz,https://www.instagram.com/p/DODqMCPk4rz/,kaelakovalskia,6533,128,2025-09-01 18:00:00,"Even when things don’t go your way, just say 'dahlah' and lighten your heart✨ #dahlah #kaelakovalskia"
3710751926155193583,DN_PTdoE6zv,https://www.instagram.com/p/DN_PTdoE6zv/,kaelakovalskia,5106,64,2025-08-31 00:48:42,download Kaelaverse: Pemascape di Steam sekarang juga!!!! GRATIS BANG GRATIS TINGGAL DOWNLOAD pake internet ajah. #dahlahday 🧱
3707705993126661139,DN0avTb5swT,https://www.instagram.com/p/DN0avTb5swT/,kaelakovalskia,11796,131,2025-08-26 19:56:59,coming soon. #dahlahday
3700256041151135924,DNZ80O-zoC0,https://www.instagram.com/p/DNZ80O-zoC0/,kaelakovalskia,6237,66,2025-08-16 13:15:15,"Gassssss charity livestream HOK bareng jejet @vestiazeta besok malem, start jam 8 malem geyzt #MerdekadiHOK #HOKIndonesia"
3690437934790304650,DM3Eb-4zWOK,https://www.instagram.com/p/DM3Eb-4zWOK/,kaelakovalskia,7764,56,2025-08-03 00:08:26,malam ini kita menang lumayanlah ya ges 😎🧘‍♀️🕯️boleh jugaaaa
3689532731090068658,DMz2niPzOSy,https://www.instagram.com/p/DMz2niPzOSy/,kaelakovalskia,5804,67,2025-08-01 18:09:57,jangan gacha kalau ga pasti menang. kalau aku gacha karena aku tau pasti wangy 😎✋
3685058279837019810,DMj9PsyTC6i,https://www.instagram.com/p/DMj9PsyTC6i/,kaelakovalskia,20346,314,2025-07-26 14:00:01,ae.kaela is real? 👀 live nobar watch party PUBGM EWC di channelku ya gais. #EWC #PMWC #ARISEWITHARES #PUBGMOBILEINDONESIA
3684541908569078886,DMiH1gkTLxm,https://www.instagram.com/p/DMiH1gkTLxm/,kaelakovalskia,4550,141,2025-07-25 20:54:05,jangan lupa makan ya kak
3684421909942760791,DMhsjTIzfVX,https://www.instagram.com/p/DMhsjTIzfVX/,kaelakovalskia,2663,38,2025-07-25 16:55:40,COME MY MINIONS NOBAR HOK WORLD CHAMPIONSHIP GRAND FINAL DI CHANNELKU GES 🥳 #KWC2025 #HOK #EWC25 #2025HOK #HonorofKings #HOKEsports
3683034878960408972,DMcxLV3zxmM,https://www.instagram.com/p/DMcxLV3zxmM/,kaelakovalskia,6141,84,2025-07-23 18:59:53,ketemu kucing lagi nyantai dengerin lagu jazz 🦍🐎🍵🤳
3667121254047512466,DLkO1nvyXeS,https://www.instagram.com/p/DLkO1nvyXeS/,kaelakovalskia,5948,98,2025-07-01 20:02:21,punya komunitas so sweet banget padahal kalau di stream kerjanya baku hantam terus. cieeeeeeeee 👉👈
3667054626412476727,DLj_sD7RLk3,https://www.instagram.com/p/DLj_sD7RLk3/,kaelakovalskia,4943,167,2025-07-01 17:49:58,kambing sama kolesterol sama2 diawali dengan huruf K. tapi Kaela juga huruf K 🤨🤨🤨
3656899942825942073,DK_6x93SVw5,https://www.instagram.com/p/DK_6x93SVw5/,kaelakovalskia,4921,103,2025-06-17 17:34:25,mau digadoin sama naspad tapi naspadnya ga dateng2
3655188954565262135,DK51vz3yzs3,https://www.instagram.com/p/DK51vz3yzs3/,kaelakovalskia,4591,93,2025-06-15 08:55:00,nasi telah menjadi bubur. bubur sudah menjadi telur. tjakep
3652438909738319220,DKwEdZCxH10,https://www.instagram.com/p/DKwEdZCxH10/,kaelakovalskia,8998,184,2025-06-11 13:51:09,katanya ini namannya switch dua. kirain dapet 2 biji switch. eh cuma satu yang dateng 🫨✋
3645315065110219356,DKWwrzuRkpc,https://www.instagram.com/p/DKWwrzuRkpc/,kaelakovalskia,5807,120,2025-06-01 17:57:20,kari jagung
3639663107234095033,DKCrk_wyF-5,https://www.instagram.com/p/DKCrk_wyF-5/,kaelakovalskia,5346,79,2025-05-24 22:47:54,telur panggang roti enak
3637118240654222687,DJ5o8UESeVf,https://www.instagram.com/p/DJ5o8UESeVf/,kaelakovalskia,5024,90,2025-05-21 10:31:43,dendendenggggg dah lama ga post makanan. kita rendangan dulu gess 🎶🎵🎶🎵
3630841417280677289,DJjVwgwymWp,https://www.instagram.com/p/DJjVwgwymWp/,kaelakovalskia,3800,32,2025-05-12 18:40:47,thank you so much for the gifts @capcomsg ♥️✨ now i have a proper calendar and a fridge magnet with monsters theme! wooohoooooo 🤭🤭🤭
3627449110745710229,DJXSb9Gzf6V,https://www.instagram.com/p/DJXSb9Gzf6V/,kaelakovalskia,4800,45,2025-05-08 02:20:53,9 jam lalu belinya bubur ikan. sekarang jadinya nasi tim kelamaan nunggu dimakan.
3619847160339995872,DI8R9BFRZzg,https://www.instagram.com/p/DI8R9BFRZzg/,kaelakovalskia,3328,18,2025-04-27 14:37:10,nobar @honorofkings.indonesia IKL Spring 2025 hari ini start jam 15.00 di channelku gessss 🥳🥳🥳
3617063489124275718,DIyZBRPSZYG,https://www.instagram.com/p/DIyZBRPSZYG/,kaelakovalskia,7765,114,2025-04-23 18:27:49,katanya sih ini momen lucu 🧍‍♀️✋ iii iyaiyaaa lucuuuu #FlourishingFlora @honorofkings.indonesia
3616874400093789361,DIxuBqWy1yx,https://www.instagram.com/p/DIxuBqWy1yx/,kaelakovalskia,4941,75,2025-04-23 12:10:49,telor bersaos hehe
3613095528390752159,DIkSz11SHef,https://www.instagram.com/p/DIkSz11SHef/,kaelakovalskia,4368,44,2025-04-18 07:02:52,seger banget jadi pengen berenang di kuah
3611073134633601351,DIdG-I3yslH,https://www.instagram.com/p/DIdG-I3yslH/,kaelakovalskia,4863,78,2025-04-15 12:04:44,pertama kali makan misro... wow manis banget ampuuun broooooo 🫨🫨🫨🫨
3610507273010994132,DIbGTxKyNvU,https://www.instagram.com/p/DIbGTxKyNvU/,kaelakovalskia,3887,59,2025-04-14 17:20:28,"makan siang belom abis, makan malem uda dateng. keren banget emang Kaela ini."
3609550740861392829,DIXs0ZLype9,https://www.instagram.com/p/DIXs0ZLype9/,kaelakovalskia,4924,78,2025-04-13 09:40:01,sotonya sih enak cuma uda dingin kelamaan mikirin caption 😫
